2:0:0	מֵאֵימָתַי קוֹרִין אֶת שְׁמַע בָּעַרְבִין. מִשָּׁעָה שֶׁהַכְּהֲנִים נִכְנָסִים לֶאֱכוֹל בִּתְרוּמָתָן – כֹּהֲנִים שֶׁנִּטְמְאוּ וְטָבְלוּ וְהֶעָרִיב שֶׁמְּשַׁן וְהִגִּיעַ עַתָּם לֶאֱכוֹל בִּתְרוּמָה:
2:0:1	עַד סוֹף הָאַשְׁמוֹרָה הָרִאשׁוֹנָה – שְׁלִישׁ הַלַּיְלָה כְּדִמְפָרֵשׁ בַּגִמְרָא (דַּף ג.) וּמִשָּׁם וָאֵילָךְ עָבַר זְמַן דְּלָא מִקְרֵי תּוּ זְמַן שְׁכִיבָה וְלֹא קַרִינָן בֵּיהּ בְּשִׁכְבֵךְ וּמַקָּמִי הָכִי נָמֵי לָאו זְמַן שְׁכִיבָּה לְפִיכָךְ הַקּוֹרֵא קוֹדֶם לָכֵן לֹא יָצָא יְדֵי חוֹבָתוֹ. אִם כֵּן לָמָּה קוֹרִין אוֹתָהּ בְּבֵית הַכְּנֶסֶת כְּדֵי לַעֲמוֹד בִּתְפִלָה מִתּוֹךְ דִּבְרֵי תּוֹרָה וְהָכִי תַּנְיָא בְּבְרִיי' בִּבִרָכוֹת יְרוּשַׁלְמִי. וּלְפִיכָךְ חוֹבָה עָלֵינוּ לִקְרוֹתָהּ מִשְׁתַּחֲשֵׁךְ. וּבִקְרִיאַת פָּרָשָׁה רִאשׁוֹנָה שֶׁאָדָם קוֹרֵא עַל מִטָתוֹ יָצָא:
2:2:0	עַד שֶׁיַּעֲלֶה עַמּוּד הַשַּׁחַר – שֶׁכָּל הַלַּיְלָה קָרוּי זְמַן שְׁכִיבָה:
2:4:0	הַקַּטָּר חֲלָבִים וַאֲבָרִים – שֶׁל קָרְבָּנוֹת שֶׁנִּזְרַק דְּמָן בְּיוֹם:
2:4:1	מִצוֹתָן – לְהַעֲלוֹת כָּל הַלַּיְלָה וְאֵינָן נִפְסָלִים בְּלִינָה עַד שֶׁיַּעֲלֶה עַמּוּד הַשַּׁחַר וְהֵן לְמַטָּה מִן הַמִּזְבֵּחַ דִּכְתִיב וְלֹא יָלִין לְבַקֵּר (שֵׁמוֹת ל״ד:כ״ה):
2:4:2	חֲלָבִים – שֶׁל כָּל קַרְבָּנוֹת:
2:4:3	אֲבָרִים – שֶׁל עוֹלֶה:
2:4:4	וְכָל הַנֶּאֱכָלִים לְיוֹם אֶחָד – כְּגוֹן חַטָּאת וְאָשֵׁם וְכִבְשֵׁי עֲצֶרֶת וּמֻנָחוֹת וְתוֹדָה:
2:4:5	מִצוֹתָן – זְמַן אֲכִילָתָן:
2:4:6	עַד שֶׁיַּעֲלֶה עַמּוּד הַשַּׁחַר – וְהוּא מְבִיאָן לִהְיוֹת נוֹתַר דִּכְתִּיב בְּתוֹדָה לֹא יַנִּיחַ מִמֶּנּוּ עַד בֹּקֶר (וִיִּקְרָא ז׳:ט״ו) וְכֻלָם מִתוֹדָה יִלְמְדוּ:
